id,author
8989,Masaomi Kimura
8990,F. Sannino
8991,J. Schechter
8992,D. Boulatov
8993,J.L. Nielsen
8994,J. Rolf
8995,Carlo Becchi
8996,Stefano Giusto
8997,Camillo Imbimbo
8998,Markus H. Thoma
8999,Cresus F. L. Godinho
9000,J. Erlich
9001,A. Naqvi
9002,L. Randall
9003,Matteo Bertolini
9004,Igor Pesando
9005,A. Borowiec
9006,M. Ferraris
9007,M. Francaviglia
9008,D. Brecher
9009,E.Gava (INFN
9010,J.F.Morales (SISSA
9011,G.Thompson (ICTP
9012,M Bordag
9013,J Lindig
9014,Egor Bugrij
9015,Takuhiro Kitao
9016,Malgorzata Bakalarska
9017,Waclaw Tybor
9018,Sandip Bhattacharyya
9019,Hsin-Chia Cheng
9020,S.L. Lyakhovich (Tomsk State Univ.
9021,M.B.D. Silva Maia Porto
9022,N.J. Kim
9023,Lorenzo Fatibene
9024,Mauro Francaviglia
9025,Stephen P. Martin
9026,James D. Wells
9027,George Papadopoulos
9028,Jan Pieter van der Schaar
9029,O.A. Rytchkov
9030,A.G. Pronko
9031,N.I. Abarenkova
9032,Odd Magne Ogreid
9033,Per Osland
9034,T. Pause
9035,T. Heinzl (Universitaet Regensburg
9036,Csaba Csaki (UC
9037,Berkeley)
9038,Witold Skiba (UC
9039,San Diego)
9040,Alexander Burinskii
9041,Giulio Magli
9042,P.D. Jarvis
9043,J. Kowalski-Glikman
9044,G. Leibbrandt
9045,A. Richardson
9046,M. Barrio
9047,R. Helling
9048,G. Polhemus
9049,Georges Girardi
9050,Tamas Hauer
9051,J. Kumar
9052,Boguslaw Broda
9053,Malgorzata Bakalarska (Department of Theoretical Physics
9054,University of Lodz)
9055,Takeshi Oota
9056,Hodaka Oda
9057,Shigemitsu Tomizawa
9058,Tadakatsu Sakai
9059,Dmitri Fursaev
9060,C. von Reichenbach
9061,Noah Graham
9062,Robert L. Jaffe
9063,N. Kitazawa
9064,V. Grassi
9065,R. A. Leo
9066,V. Akulov
9067,V. Zima
9068,C. Heineman
9069,C. Martin
9070,E. Iancu
9071,F. S. Nogueira
9072,Nissan Itzhaki
9073,Djordje Minic
9074,Thomas C. Kraan
9075,Pierre van Baal
9076,Nils R. Scheithauer Report-no: Desy 98-010 Certain vertex algebras
9077,Lie algebras arising in superstring theory are investigated. We show that the Fock space of a compactified Neveu-Schwarz superstring
9078,i.e. a Neveu-Schwarz superstring moving on a torus
9079,carries the structure of a vertex superalgebra with a Neveu-Schwarz element. This implies that the physical states of such a string form a Lie algebra. The same is true for the GSO-projected states. The structure of these Lie algebras is investigated in detail. In particular there is a natural invariant form on them. In case that the torus has Lorentzian signature the quotient of these Lie algebras by the kernel of this form is a generalized Kac-Moody algebra. The roots can be easily described. If the dimension of space-time is smaller than or equal to 10 we can even determine their multiplicities.
9080,M. Seeger
9081,M. Thies
9082,Joo Youl Lee
9083,O. Obregon
9084,Daniel F. Litim
9085,Jan M. Pawlowski
9086,F. Lenz
9087,Micha Berkooz Report-no: IASSNS-HEP-98/12
9088,NSF-ITP-98-018 Journal-ref: Phys.Lett. B430 237-241 We argue that by taking a limit of SYM on a non-commutative torus one can obtain a theory on non-compact space with a finite non-locality scale. We also suggest that one can also obtain a similar generalization of the (2
9089,0) field theory in 5+1 dimensions
9090,that the DLCQ of this theory is known.
9091,M. Hortacsu
9092,K. Ulker
9093,Horatiu Nastase
9094,Misha Stephanov
9095,Anton Rebhan
9096,C. Lu
9097,M. Banados
9098,T. Brotz
9099,M. Ortiz
9100,L. O. Raifeartaigh
9101,Kun Shen
9102,Yu-Ping Kuang
9103,Takayuki Nakajima
9104,S. Lazzarini (CPT
9105,Mediterranean Univ.
9106,Marseille)
9107,H. Aoki
9108,T. Tada
9109,G. Bandelloni (INFN
9110,Genova Univ.
9111,Genova)
9112,John Brodie
9113,Igor Halperin
9114,Ariel Zhitnitsky
9115,L.R.U. Manssur
9116,Hiroshi Kato
9117,M. S. Goes-Negrao
9118,J. A. Helayel-Neto
9119,A. R. Pereira
9120,Tatsuo Suzuki
9121,G.Salesi
9122,E.Recami
9123,H.Hernandez F.
9124,L.C.Kretly
9125,Alexander Burinskii (NSI
9126,Soumitra SenGupta
9127,F.J. de Urries (U. de Alcala
9128,imaff
9129,csic)
9130,J.Julve(imaff
9131,Andre' Wilch
9132,N. E. Mavromatos
9133,A. Momen
9134,S. J. Brodsky
9135,J. R. Hiller
9136,Theodora Ioannidou
9137,Wojtek Zakrzewski
9138,Kim Baskerville
9139,Robin Michaels
9140,V.I.Shevchenko
9141,A. V. Shpagin
9142,M. Haskins
9143,Marion Wirschins
9144,M.A. Lledo
9145,Oded Kenneth
9146,B.A.Ovrut
9147,Marco Cavaglia (AEI
9148,Vittorio de Alfaro Alexandre T. Filippov (JINR
9149,N.A. Sveshnikov
9150,E.G. Timoshenko
9151,M. Perelstein
9152,J.S. Rozowsky
9153,A. F. Ranada
9154,J. L. Trueba
9155,Roberto Soldati
9156,Lorenzo Sorbo
9157,P.Baseilhac
9158,E.Moreno
9159,C.Nu ~nez
9160,Inbo Kim
9161,J. Naud
9162,I. Nemenman
9163,M. Van Raamsdonk
9164,U. G. Mitreuter
9165,J. Pawlowski
9166,T. Tok
9167,F. Vian (Universita` degli Studi di Parma
9168,I.N.F.N.
9169,Gruppo collegato di Parma)
9170,Eduardo Eyras
9171,J.M. Evans (DAMTP
9172,Christian Fronsdal
9173,A.G. Bytsko
9174,S.-W. Kim
9175,Franco Ferrari (LPTHE
9176,U. Paris VI)
9177,Ignazio Lazzizzera (U. Trento
9178,Avijit K. Ganguly (Indian Institute of Science
9179,Bangalore)
9180,Palash B. Pal (Saha Institute
9181,V.M. Ter--Antonyan
9182,B.Carter
9183,R.A. Battye
9184,Monica Borunda
9185,M. Ruiz-Altaba
9186,M. Hayes
9187,Alessandra Buonanno
9188,Francesco Antonuccio
9189,Oleg Lunin
9190,A. Accardi
9191,A. Belli
9192,L. Hadasz
9193,M. Sadzikowski
9194,P. Wegrzyn
9195,V. A. Franke
9196,S. A. Paston
9197,E. V. Prokhvatilov
9198,Jordi Par ' i s
9199,L. Castellani
9200,M.Trigiante
9201,David Mateos
9202,M. Cristina Diamantini
9203,Enrique F. Moreno
9204,City University of New York)
9205,A.Yu.Kamenshchik
9206,Ken-Ichi Aoki
9207,Keiichi Morikawa
9208,Wataru Souma
9209,Jun-Ichi Sumi
9210,Jes 'us Puente Pe ~nalba (University of Oviedo
9211,V.G. Ivanov
9212,T.Koide
9213,M.Maruyama
9214,F.Takagi
9215,Mohammad Khorrami
9216,Amir Aghamohammadi
9217,L. A. Manzoni
9218,Angel M. Uranga
9219,Hatem Widyan
9220,N. Panchapakesan
9221,R. P. Saxena (Department of Physics
9222,University of Delhi
9223,Pietro Fre`
9224,C.G. Callan
9225,D. E. Jaramillo(1
9226,J. H. Munoz(1
9227,A. Zepeda CINVESTAV-IPN
9228,Mexico
9229,U. Antioquia
9230,Colombia
9231,U. del Tolima
9232,Colombia)
9233,Pascal Tran-Ngoc-Bich
9234,Victor A. Matveev
9235,Grigorii B. Pivovarov (Institute for Nuclear Research
9236,F. Ravanini
9237,I. G. Pirozhenko (Joint Institute for Nuclear Research
9238,Ori Ganor
9239,Joseph A. Minahan (USC
9240,K.S. Stelle (Imperial College
9241,S.Chaudhuri
9242,G. M. Sotkov
9243,A. H. Zimerman
9244,G. Longhi
9245,M. Materassi
9246,O. Verhoeven
9247,Andrew G. Cohen
9248,Ann E. Nelson
9249,A. B. Kaganovich
9250,A. De Martino (SISSA
9251,M. Moriconi (ICTP
9252,Andrei Mikhailov
9253,"Boris K "" ors"
9254,Masud Chaichian
9255,Wen-Feng Chen
9256,A. C. Petkou
9257,N. D. Vlachos
9258,Wan-Yun Zhao
9259,Massimo Blasone
9260,Peter A. Henning
9261,M. Christensen
9262,S.A. Cherkis
9263,M. Reza Rahimi Tabar
9264,R. Abbaspur
9265,E. G. Gimon
9266,Oliver Haschke
9267,O.Lunin
9268,S.Pinsky
9269,Laura Andrianopoli
9270,V.S.V. Varadarajan
9271,O. Andreev
9272,O.W. Greenberg (University of Maryland
9273,College Park)
9274,A.S. Mueller
9275,H.-C. Pauli
9276,Dominic Lee
9277,Georgios Metikas
9278,M.Pernici
9279,Neil D. Lambert
9280,Peter C. West
9281,G.E.A. Matsas
9282,E.S. Moreira Jr
9283,Noriaki Kitazawa
9284,G.M. Sotkov
9285,J. Novotny
9286,M. Schnabl
9287,B. Jensen
9288,Daniel H. T. Franco
9289,Konstadinos Sfetsos
9290,J.Beckers
9291,W. Krolikowski (IFT
9292,Wilson Oliveira
9293,Jorge Ananias Neto
9294,Rong-Gen Cai
9295,Zongan Qiu
9296,Andreas Brandhuber
9297,S. A. Antonenko
9298,A. I. Sokolov (Saint Petersburg Electrotechnical University
9299,St. Petersburg
9300,C.J.Burden
9301,P.C.Tjiang
9302,Panagiotis Saltsidis
9303,R.L.P.G. do Amaral
9304,Alex Buchel
9305,Howard J. Schnitzer (Brandeis University
9306,Harvard University)
9307,B. Pioline (CPHT
9308,Ecole polytechnique)
9309,A.Font
9310,R. Pettorino
9311,F. Pezzella (Dipartimento di Scienze Fisiche
9312,Universita' di Napoli
9313,Sezione di Napoli)
9314,Wolfgang Mueck
9315,Tohru Eguchi (ITP
9316,Santa Barbara
9317,Phys. Dept.
9318,Univ. of Tokyo) We analyze the strong coupling behavior of the large N gauge theories in 4-dimensions with N=4 supersymmetry by making use of S-duality. We show that at large values of the coupling constant $ lambda=g_{YM}^2N$ the j-th non-planar amplitude $f_j (j=0
9319,1
9320,2 ...)$ behaves as $f_j approx lambda^j$. Implication of this behavior is discussed in connection with the supergravity theory on $AdS_5 times S^5$ suggested by the CFT/AdS correspondence. S-duality of the gauge theory corresponds to the duality between the closed
9321,open string loop expansions in the gravity/string theory.
9322,M. A. Walton
9323,Toshinao Akuzawa
9324,O. Raetzel
9325,Johanna Erdmenger
9326,Christian Rupp
9327,F. Cordaro
9328,L. Gualtieri
9329,Alec Matusis
9330,Leonardo Rastelli
9331,Rami Entin
9332,Jin Hong
9333,Seok-Jin Kang
9334,Riccardo Rattazzi
9335,Tomoaki Mukai
9336,Prospero Simonetti
9337,M. Borunda
9338,Shervgi S. Shahverdiyev
9339,Pushan Majumdar
9340,H. S. Sharatchandra
9341,Tack Hwi Lee
9342,R. L. P. G. do Amaral
9343,J. LaChapelle
9344,M. Legare
9345,B. B. Deo
9346,L. P. Singh (Physics Department
9347,Utkal University
9348,Vani Vihar
9349,R. Aldrovandi
9350,V. C. de Andrade
9351,J. G. Pereira (IFT-UNESP
9352,Sao Paulo
9353,Michael Gutperle
9354,N.M. Muller
9355,D. Karabali
9356,C. Kim
9357,Brent H. Allen
9358,K. Suehiro
9359,T. Tsukioka
9360,H. Umetsu
9361,T. R. Govindarajan
9362,C.Fosco
9363,Sharmanthie Fernando
9364,Freydoon Mansouri
9365,C.G. Carvalhaes
9366,N.A. Lemos
9367,Isabel P. Ennes
9368,Howard J. Schnitzer (Brandeis Univ.
9369,Harvard Univ.)
9370,Masahiro Kubo
9371,Ziro Maki
9372,Mikio Nakahara
9373,Keith Norton (Mathematics Department
9374,S. Deger
9375,A. Kaya
9376,M. Derix
9377,Laurent Freidel
9378,C.A. Linhares
9379,Stephen C. Hahn
9380,G. S. Guralnik
9381,Asim Gangopadhyayaa
9382,Jeffry V. Mallow
9383,B. Kleihaus
9384,J. Kunz
9385,D. H. Tchrakian NUI Maynooth
9386,Ireland
9387,University Oldenburg
9388,Avijit K. Ganguly (CTS
9389,Indian Institute Of Science
9390,V. Varela
9391,Antun Balaz
9392,Aleksandar Belic
9393,Aleksandar Bogojevic (Institute of Physics
9394,Belgrade)
9395,Oliver DeWolfe
9396,Pietro Menotti (Department of Physics
9397,University of Pisa
9398,Giuseppe Policastro (Scuola Normale Superiore
9399,T. Barreiro
9400,E.J. Copeland
9401,Arkady Tseytlin
9402,S. L. Lukyanov
9403,A. B. Zamolodchikov
9404,Stefano Forte
9405,Stephen Berman
9406,Jacek Szmigielski Subj-class: High Energy Physics - Theory
9407,Mathematical Physics
9408,Quantum Algebra We construct an irreducible representation for the extended affine algebra of type $sl_2$ with coordinates in a quantum torus. We explicitly give formulas using vertex operators similar to those found in the theory of the infinite rank affine algebra $A_{ infty}$.
9409,Javier Borlaf (IFT-UAM/CSIC
9410,K.M. Shekhter
9411,Urs Walther
9412,R. Montemayor
9413,David D. Song
9414,R.R. Metsaev
9415,Anupam Mazumdar
9416,Albert Schwarz Report-no: UCD9805 Subj-class: High Energy Physics - Theory
9417,Operator Algebras
9418,Quantum Algebra Journal-ref: Nucl.Phys. B534 720-738 It was shown by Connes
9419,Douglas
9420,Schwarz[1] that one can compactify M theory on noncommutative torus. We prove that compactifications on Morita equivalent tori are physically equivalent. This statement can be considered as a generalization of non-classical duality conjectured in [1] for two-dimensional tori.
9421,Khosrow Chadan
9422,N.N. Khuri
9423,Andre Martin
9424,Tai Tsun Wu
9425,Wei Zhang
9426,Muneto Nitta (KEK
9427,Osaka Univ.)
9428,G.Fulop
9429,D.M.Gitman (University of Sao Paulo
9430,Brasil)
9431,I.V.Tyutin (Lebedev Physical Institute
9432,Hartmann Roemer
9433,Anton V. Galajinsky
9434,Dmitri M. Gitman
9435,J. M. Isidro (University of Padova
9436,S.Gonorazky
9437,G.Silva
9438,D. H. Tchrakian Universite de Mons-Hainaut
9439,Mons
9440,Belgium NUI Maynooth
9441,Ireland)
9442,E.R. Takano Natti
9443,Chi-Yong Lin
9444,A.F.R de Toledo Piza
9445,Arthur K. Kerman
9446,H. Hatanaka
9447,T. Inami
9448,C.S. Lim
9449,F. Nesti
9450,H. Gustafsson
9451,S.E. Hjelmeland
9452,A. Restuccian
9453,Meinulf Goeckeler
9454,Thomas Schuecker
9455,G.M. Graf
9456,M. A. Lled 'o
9457,A. Campos
9458,K. Holland
9459,Andres Gomberoff
9460,Cristian Martinez
9461,O.Yu.Shvedov
9462,D. Gianzo
9463,Raimar Wulkenhaar
9464,H. Nastase
9465,K. Schalm
9466,A.J. Bordner
9467,M. A. Grebeniuk
9468,M. Caffo
9469,H. Czyz
9470,S. Laporta
9471,E. Remiddi
9472,Tsuguhiko Asakawa
9473,Gerald Cleaver
9474,Jose R. Espinosa
9475,Lisa Everett
9476,Jacek Wosiek
9477,Lewis H. Ryder
9478,"W. M ""uck"
9479,K. S. Viswanathan
9480,F. Toppan UFES
9481,Vitoria ES
9482,UFPR
9483,Curitiba PR
9484,N Graham
9485,RL Jaffe
9486,S. Kuzenko
9487,U. Trittmann
9488,Igor R. Klebanov (Princeton
9489,IAS)
9490,J. M. Camino
9491,J.-C. Y 'era
9492,B. J. Schroers
9493,Jae-weon Lee
9494,Seoktae Koh
9495,Karin Bautier
9496,Olivier Coussaert
9497,M.Faber
9498,A.N.Ivanov
9499,A.Mueller
9500,M.Zach
9501,V.I. Zakharov
9502,S Stanciu
9503,A. Keurentjes
9504,A. Rosly
9505,J. J. McKenzie-Smith
9506,D. J. Toms
9507,M. Golenishcheva-Kutuzova
9508,D. Lebedev
9509,W. da Cruz
9510,Xu-Dong Luo
9511,Xing-Chang Song
9512,Shi-Kun Wang
9513,Laurent Baulieu (CERN
9514,B. Delamotte
9515,D. Mouhanna
9516,P. Lecheminant
9517,Sebastian Jaimungal (N. B. I.
9518,British Columbia U.)
9519,Sicong Jing
9520,Charles A. Nelson
9521,Uwe Mueller
9522,Yaroslav Pugai (Landau Institute for Theoretical Physics
9523,University of Melbourne)
9524,Amer Iqbal
9525,A. Turbiner
9526,A. Kempf (D.A.M.T.P.
9527,T.Escobar
9528,Louise Dolan
9529,A. Chamblin
9530,Marco Fabbrichesi
9531,Kirill. A. Kazakov
9532,Petr. I. Pronin
9533,G.N.J. A ~na ~nos
9534,M. Tekmen
9535,B.Chakraborty
9536,A. S. Fokas
9537,T. A. Ioannidou
9538,M. Gunaydin
9539,M. Zagermann
9540,S. B. Solganik
9541,C. S. Acatrinei
9542,K. S. Stelle
9543,S.A. Apikyan
9544,D.A. Sahakyan
9545,Italia)
9546,Waldyr A. Rodrigues
9547,Jr. (UNICAMP/IMECC
9548,Campinas
9549,P. Haggi-Mani
9550,G.H. Gadiyar
9551,R. Padma
9552,X. Bekaert
9553,Luigi Pilo (DAMTP
9554,Fernando Mendez
9555,V. Cardenas
9556,S. Lepe
9557,J. Saavedra
9558,P. Forgacs
9559,V. Dzhunushaliev
9560,D. Singleton
9561,Shiraz Minwalla
9562,Mukund Rangamani
9563,T. Ortin (I.F.T.
9564,D. Fursaev
9565,Andrew K. Waldron
9566,Yukiko Umeno
9567,Masahiro Shiroishi
9568,Yasushi Homma
9569,Cemsinan Deliduman
9570,D. O'Keeffe
9571,D. H. Tchrakian (NUI Maynooth
9572,D.Fioravanti
9573,Y. Shirman
9574,M. Kanno
9575,M. Ueno
9576,H. Yamakoshi
9577,Eugenios Angelopoulos
9578,Mourad Laoues (Universite de Bourgogne
9579,S. Juchem
9580,J.M. Haeuser
9581,Y. Okawa
9582,T. Yoneya (Univ. of Tokyo
9583,Komaba)
9584,Robert Echols
9585,Joshua P. Gray
9586,Stefan Ochs
9587,Ulrich Heinz
9588,Roberto Emparan
9589,Yossi Nir
9590,R.de Mello Koch
9591,A.Jevicki
9592,M.Mihailescu
9593,J.P.Nunes
9594,H.-C.Pauli
9595,S.Tsujimaru (MPI
9596,Andy Wilkins
9597,Michael Haack
9598,T. Matsuo
9599,Joohan Lee
9600,Dmitri Antonov
9601,Dietmar Ebert (Humboldt University
9602,Mary K. Gaillard (UC Berkeley
9603,David H. Lyth
9604,Michele Morara
9605,L. Rosa
9606,G.V. Efimov
9607,S.N. Nedelko
9608,Roberto Iengo (INFN
9609,SISSA
9610,Harlan Robins
9611,Jonathan Tannenhauser
9612,B. B. Deo (Physics Department
9613,Liang-gang Liu
9614,R. Begliuomini
9615,M.E. Bowers
9616,Gloria Luzon
9617,D.B. Fairlie (University of Durham
9618,I.M. Khalatnikov (Landau Institute for Theoretical Physics
9619,D.G.G. Sasaki
9620,L. Sorbo
9621,K. Itakura (YITP
9622,Kyoto)
9623,S. Maedan
9624,L. M. Morato
9625,G. Pollifrone
9626,J. Greensite
9627,Sergey Prokushkin
9628,Yi-hong Gao
9629,A. I. Davydychev
9630,A. Tofighi
9631,Vadim Zeitlin
9632,N. S. Manton
9633,S. M. Nasir
9634,P. Navarro
9635,D. Zwanziger
9636,E. Mendel
9637,M. Nest
9638,A. Jaramillo (U. Valencia
9639,P. Mansfield (U. Durham
9640,Stefano Kovacs
9641,A.M. Ghezelbash. M. Khorrami
9642,Paulus C. Tjiang
9643,Yu. V. Gusev
9644,A. I Zelnikov
9645,F. Caruso
9646,R. De Paola
9647,Tevian Dray
9648,I.V. Barashenkov
9649,D.E. Pelinovsky
9650,M. Bremer
9651,F.Bigazzi
9652,L.Lusanna
9653,I.Yu. Karataeva
9654,S. L. Lyakhovich (Department of Physics
9655,A.Zampa
9656,I.A. Shovkovy
9657,Lorenzo Cornalba
9658,V.P.Maslov
9659,T.Masuda
9660,H.Suzuki
9661,M. Lubo
9662,P. M. Petropoulos
9663,M. J. Thatcher
9664,M. J. Morgan
9665,Ludvig Faddeev
9666,Par Stjernberg
9667,Jiro Sakamoto
9668,Yasunari Heike
9669,Jason Kumar
9670,M. Duetsch
9671,P.Binetruy
9672,C.Deffayet
9673,E.Dudas
9674,P.Ramond
9675,R. Dutt
9676,P. Panigrahi
9677,Klaus Sibold Univ. Leipzig
9678,Univ. Bonn)
9679,H.Dorn
9680,Harvey S. Reall
9681,Friedrich W. Hehl
9682,N.D. Hari Dass (IMSc
9683,Chennai)
9684,Shuhei Mano
9685,N. Ano
9686,T. Suzuki
9687,S. Mizoguchi
9688,Davide Fabbri
9689,Piet Termonia
9690,Mario Trigiante
9691,Defu Hou
9692,Enke Wang
9693,K. Scharnhorst
9694,G. Tieber
9695,R. Balbinot
9696,Edgardo T. Garcia Alvarez
9697,Fabian H. Gaioli
9698,G. Arcioni
9699,R.E. Allen
9700,J. Dumoit
9701,Jean-Bernard Zuber
9702,Armen Nersessian
9703,Michael Perkins
9704,Peter Bowcock
9705,Stephen Hawking
9706,A. G. M. Schmidt
9707,R. Bent '{ i}n
9708,Gor Sarkissian
9709,F. C. Santos
9710,A. Ten 'orio
9711,A. C. Tort
9712,Betti Hartmann
9713,Jutta Kunz Notes: LaTeX
9714,5 figures Journal-ref: Phys.Lett. B441 77-82 We study static spherically symmetric gravitating dyon solutions
9715,dyonic black holes in Einstein-Yang-Mills-Higgs theory. The gravitating dyon solutions share many features with the gravitating monopole solutions. In particular
9716,gravitating dyon solutions
9717,dyonic black holes exist up to a maximal coupling constant
9718,beside the fundamental dyon solutions there are excited dyon solutions.
9719,A. Gonzalez-Arroyo
9720,C. Pena
9721,J.L. Alonso
9722,Ph. Boucaud
9723,J.M. Carmona
9724,A.J. van der Sijs
9725,D. Iellici
9726,R.Ferrari
9727,P.A.Grassi (Munich
9728,Max Planck Inst.)
9729,V. G. Zima
9730,S. O. Fedoruk
9731,H.R. Christiansen (CBPF
9732,Rio de Janeiro) C. Nu ~nez
9733,Bogdan Morariu
9734,Yasuhiro Fujii
9735,A. B. Pestov (BLTP
9736,Jinr)
9737,Bijan Saha (LIT
9738,Jinr
9739,M.J. O'Loughlin
9740,P. Fre
9741,F. Hussain
9742,C. Scrucca
9743,Juan P. Aparicio
9744,Thorsten Brotz
9745,A. Lopez
9746,W. Garcia Fuertes
9747,J. Mateos Guilarte
9748,Kaupo Palo
9749,Sami Virtanen
9750,Micha Berkooz (Institute for Advanced Study
9751,G. Handrich
9752,C. Nowak
9753,V.Fateev
9754,D.Fradkin
9755,S.Lukyanov
9756,Al.Zamolodchikov
9757,Sung Ku Kim
9758,C. Molina
9759,Jozsef Gyurusi
9760,A. I. Sokolov
9761,E. V. Orlov
9762,V. A. Ul'kov
9763,S. S. Kashtanov (Saint Petersburg Electrotechnical University
9764,CM Hull
9765,Marek Pawlowski (Soltan Institute for Nuclear Studies
9766,Warsaw)
9767,Andrea Gregori
9768,P. Marios Petropoulos
9769,Eli Cohen
9770,Baruch Rosenstein
9771,T. Yoneya
9772,Dirk Kreimer
9773,P. Zinn-Justin
9774,R.R.Khuri
9775,G.Alexanian
9776,A.M. Khvedelidze
9777,Cong-xin Liu
9778,Guo-xing Ju
9779,Shi-kun Wang
9780,Yishi Duan
9781,Sheng Li
9782,C.J. Hunter
9783,Inyong Cho
9784,Marco M. Caldarelli
9785,Dietmar Klemm
9786,N. Ilieva
9787,W. Thirring
9788,K. Saririan
9789,B. Tekin
9790,Robert C. Hilborn
9791,M. Kamela
9792,Holger B. Nielsen
9793,Rafal Moderski
9794,Marek Rogatko
9795,S. A. Bulgadaev (Landau Institute
9796,Rodolfo Casana
9797,Sebastiao Alves Dias
9798,Hyungdo Kim
9799,B. Ormsby
9800,Jacek Pawelczyk
9801,Gysbert Zwart
9802,Richard A. Battye
9803,Paul M. Sutcliffe
9804,Myung Geun Jeong
9805,Savas Dimopoulos
9806,R. Rabadan
9807,N. Graham
9808,R. L. Jaffe
9809,S. Groot Nibbelink
9810,Yi-Xin Chen
9811,Norbert Duechting
9812,L.Driesen
9813,J.Fromm
9814,J.Kuhrs
9815,M.Stingl
9816,G.P. Pronko (Institute for High Energy Physics
9817,International Solvay Institute
9818,Brussels)
9819,Yu.G. Stroganov (Institute for High Energy Physics
9820,Protvino)
9821,N. Dorey (Seattle
9822,E. Thiran
9823,Bas Kleijn
9824,J. Park
9825,Bryce DeWitt
9826,S.-N. Tamarian
9827,D. S. Popovic
9828,Andrew Chamblin
9829,Hoil Kim
9830,T. Pengpan
9831,P. Ramond (U Florida
9832,Gainesville)
9833,Bruce K. Driver
9834,Brian C. Hall Subj-class: High Energy Physics - Theory
9835,Mathematical Physics Journal-ref: Commun.Math.Phys. 201 249-290 We use a variant of the classical Segal-Bargmann transform to understand the canonical quantization of Yang-Mills theory on a space-time cylinder. This transform gives a rigorous way to make sense of the Hamiltonian on the gauge-invariant subspace. Our results are a rigorous version of the widely accepted notion that on the gauge-invariant subspace the Hamiltonian should reduce to the Laplacian on the compact structure group. We show that the infinite-dimensional classical Segal-Bargmann transform for the space of connections
9836,when restricted to the gauge-invariant subspace
9837,becomes the generalized Segal-Bargmann transform for the the structure group.
9838,"Hans-Christian Pauli (Max-Planck-Institut f ""ur Kernphysik"
9839,Postfach 10 39 80
9840,D-69029 Heidelberg.)
9841,F. Berruto
9842,Ying Jiang
9843,Tao Xu
9844,G.Longhi
9845,M.Materassi
9846,Robin Horan
9847,Hiroshi Tsukahara
9848,Filipe Bonjour
9849,A.A. Actor
9850,J. L. F. Barbon
9851,D.N. Page
9852,K. Nittoh
9853,T. Ebihara
9854,A. Montero
9855,N.A. Obers (CERN
9856,Nordita)
9857,Hiroaki Terashima (Department of Physics
9858,J. L. Cortes
9859,Vatche Sahakian
9860,A.J. Bordner (YITP
9861,R. Sasaki (YITP
9862,K. Takasaki (Dept. Fund. Sci.
9863,Stefan Groot Nibbelink
9864,S.M.Nasir
9865,R. Muradian
9866,A.Gomez Nicola
9867,R.J.Rivers
9868,D.A.Steer
9869,C. G. Beneventano
9870,M.E. Knutt-Wehlau
9871,Alejandro Ayala
9872,Axel Weber
9873,P. Page
9874,M. Zebarjad
9875,V. P. Akulov (CCNY
9876,New York)
9877,Steven Duplij (Kharkov U.
9878,R. Benedetti
9879,M.Caselle
9880,P.Provero
9881,Anastasios C. Petkou
9882,Nicholas D. Vlachos
9883,R. Behrend
9884,P. Pearce
9885,V. Petkova
9886,Maria Asprouli
9887,Victor Galan-Gonzalez
9888,M.R. Garousi
9889,C. Alexandrou
9890,R. Rosenfelder
9891,A. W. Schreiber
9892,Robert Helling
9893,Cristiano Carpi
9894,Galliano Valent
9895,P.Jizba
9896,E.S.Tututi
9897,E. Babaev
9898,Georg Junker (Institute for Theoretical Physics
9899,University of Erlangen-Nurnberg)
9900,John R. Klauder (Departments of Physics
9901,University of Florida
9902,R.Mkrtchyan
9903,John R. Klauder (Univ. of Florida
9904,Gainesville
9905,Tomasz Radozycki
9906,Jozef M. Namyslowski
9907,Pierre Vanhove (DAMTP
9908,Y. Kinar
9909,E. Schreiber
9910,Elena L. Gubankova
9911,Franz J. Wegner
9912,S P Corney
9913,D S McAnally
9914,Adrian Patrascioiu
9915,Alfred Davis
9916,Stuart Kauffman
9917,O. Lunin
9918,H. Liebl
9919,K.A.Kazakov
9920,Jonathan A. Bagger
9921,Richard Altendorfer
9922,Alexander A. Zheltukhin
9923,C.Castro
9924,D.A. Komarov
9925,"H.J.W. M ""{u}ller-Kirsten"
9926,Nobuyoshi Ohta (NBI
9927,David Hochberg (LAEFF
9928,Juan Perez-Mercader (LAEFF
9929,P. Gosdzinsky
9930,Sergio Cacciatori
9931,Andrzej Staruszkiewicz
9932,T.Tok
9933,A.Wipf
9934,A.A. Rodrigues Sobreira
9935,E.R. Bezerra de Mello
9936,M. R. Negrao
9937,Hiroyuki Takata
9938,G.M.T. Watts (King's College
9939,Petr M. Lavrov
9940,J.F.Gomes
9941,F.E. Mendon c{c}a da Silveira
9942,Rajsekhar Bhattacharyya
9943,Matthias R Gaberdiel
9944,Andre de Gouvea
9945,Alexander Friedland
9946,M. D. Maia
9947,E. M. Monte
9948,Lubomir Martinovic
9949,James P. Vary Inst. of Physics
9950,Bratislava
9951,Iowa St. Univ.
9952,Ames)
9953,M.I. Gorenstein
9954,V.P. Shelest
9955,G.M. Zinovjev Report-no: Preprint Institute for Theoretical Physics ITP-73-62E
9956,March 1973 Statistical method is applied to Neveu
9957,Schwartz model for obtaining the average characteristics of the heavy resonances: spin distribution
9958,decay widths etc. The properties of the dual model spectrum of states constructed of both commuting
